Date,Close,Average,Volume
1906/6/1,12.249,0.48,321465200
1906/7/1,15.941,0.507,419004600
1906/8/1,14.189,0.378,246076600
1906/9/1,10.463,0.419,212226700
1906/10/1,6.812,0.652,163594900
1906/11/1,4.515,0.334,149928100
1906/12/1,-1.084,0.51,189840700
1907/1/1,-3.755,0.708,190708700
1907/2/1,-2.556,0.69,195669600
1907/3/1,-0.366,0.337,256431700
1907/4/1,1.156,0.661,320728800
1907/5/1,4.953,0.376,305972800
1907/6/1,10.784,0.691,188559700
1907/7/1,13.819,0.657,262001600
1907/8/1,12.448,0.276,212663500
1907/9/1,10.468,0.299,166570600
1907/10/1,10.13,0.441,203903700
1907/11/1,4.044,0.644,219118200
1907/12/1,-3.896,1.341,172137000
1908/1/1,-1.713,0.445,162526700
1908/2/1,-1.582,0.592,189576100
1908/3/1,-2.9,0.685,221735500
1908/4/1,1.378,0.547,250192600
1908/5/1,5.847,0.426,213657500
1908/6/1,11.073,0.377,194089000
1908/7/1,14.638,0.519,136439800
1908/8/1,15.476,0.386,150740100
1908/9/1,10.718,0.554,146268500
1908/10/1,7.761,0.527,195919500
1908/11/1,0.341,0.657,218213800
1908/12/1,0.296,0.872,196155400
1909/1/1,0.229,0.954,194122600
1909/2/1,-5.272,0.397,179315500
1909/3/1,-2.755,0.469,192114300
1909/4/1,-0.316,0.642,178569300
1909/5/1,3.432,0.789,137485600
1909/6/1,11.351,0.302,146237000
1909/7/1,14.269,0.319,283336200
1909/8/1,14.523,0.437,184863000
1909/9/1,11.332,0.464,255724000
1909/10/1,10.059,0.507,173460700
1909/11/1,-0.35,1.117,153808900
1909/12/1,-0.244,0.566,163639000
1910/1/1,-1.238,0.832,184536100
1910/2/1,0.638,0.726,108330600
