dt,AverageTemperature,Country
2012-08-01,31.297,Egypt
2012-09-01,28.853,Egypt
2012-10-01,26.466,Egypt
2012-11-01,21.105,Egypt
2012-12-01,15.477,Egypt
2012-01-01,24.833,El Salvador
2012-02-01,25.898000000000003,El Salvador
2012-03-01,26.644,El Salvador
2012-04-01,26.533,El Salvador
2012-05-01,26.345,El Salvador
2012-06-01,26.033,El Salvador
2012-07-01,25.678,El Salvador
2012-08-01,25.781,El Salvador
2012-09-01,25.46,El Salvador
2012-10-01,24.478,El Salvador
2012-11-01,24.373,El Salvador
2012-12-01,24.668000000000003,El Salvador
2012-01-01,26.216,Eq. Guinea
2012-02-01,25.971,Eq. Guinea
2012-03-01,27.106,Eq. Guinea
2012-04-01,26.548,Eq. Guinea
2012-05-01,25.982,Eq. Guinea
2012-06-01,25.061,Eq. Guinea
2012-07-01,23.863000000000003,Eq. Guinea
2012-08-01,24.39,Eq. Guinea
2012-09-01,24.88000000000001,Eq. Guinea
2012-10-01,25.047,Eq. Guinea
2012-11-01,25.453000000000007,Eq. Guinea
2012-12-01,25.925,Eq. Guinea
2012-01-01,23.988000000000003,Eritrea
2012-02-01,25.686,Eritrea
2012-03-01,26.769,Eritrea
2012-04-01,27.394,Eritrea
2012-05-01,29.949,Eritrea
2012-06-01,31.494,Eritrea
2012-07-01,30.233,Eritrea
2012-08-01,29.801,Eritrea
2012-09-01,29.261000000000006,Eritrea
2012-10-01,28.397,Eritrea
2012-11-01,26.593000000000004,Eritrea
2012-12-01,24.996,Eritrea
2012-01-01,-4.836,Estonia
2012-02-01,-9.498,Estonia
2012-03-01,-0.036,Estonia
2012-04-01,4.8900000000000015,Estonia
2012-05-01,11.796,Estonia
2012-06-01,13.914,Estonia
2012-07-01,18.625,Estonia
2012-08-01,16.003999999999998,Estonia
2012-09-01,13.015,Estonia
2012-10-01,6.224,Estonia
2012-11-01,2.749,Estonia
2012-12-01,-7.0150000000000015,Estonia
2012-01-01,22.259,Ethiopia
2012-02-01,23.809,Ethiopia
2012-03-01,24.215,Ethiopia
2012-04-01,24.517,Ethiopia
2012-05-01,24.812,Ethiopia
2012-06-01,25.559,Ethiopia
2012-07-01,24.123,Ethiopia
2012-08-01,24.69400000000001,Ethiopia
2012-09-01,24.247,Ethiopia
2012-10-01,23.654,Ethiopia
2012-11-01,23.096,Ethiopia
2012-12-01,22.729,Ethiopia
2012-01-01,-0.3540000000000001,Europe
2012-02-01,-3.343,Europe
2012-03-01,5.193,Europe
2012-04-01,7.881,Europe
2012-05-01,13.614,Europe
2012-06-01,16.675,Europe
2012-07-01,19.484,Europe
2012-08-01,19.079,Europe
2012-09-01,14.741,Europe
2012-10-01,9.406,Europe
2012-11-01,5.478,Europe
2012-12-01,-0.8990000000000001,Europe
2012-01-01,11.601,Falkland Is.
2012-02-01,8.898000000000003,Falkland Is.
2012-03-01,9.196000000000002,Falkland Is.
2012-04-01,6.155,Falkland Is.
2012-05-01,5.885,Falkland Is.
2012-06-01,3.28,Falkland Is.
2012-07-01,3.325,Falkland Is.
2012-08-01,5.885999999999999,Falkland Is.
2012-09-01,4.851999999999999,Falkland Is.
2012-10-01,6.332999999999999,Falkland Is.
2012-11-01,8.022,Falkland Is.
2012-12-01,7.050000000000002,Falkland Is.
2012-01-01,5.001,Faroe Islands
2012-02-01,6.143000000000002,Faroe Islands
2012-03-01,6.902,Faroe Islands
2012-04-01,4.452,Faroe Islands
2012-05-01,6.255999999999999,Faroe Islands
2012-06-01,7.367000000000001,Faroe Islands
2012-07-01,10.009,Faroe Islands
2012-08-01,11.491,Faroe Islands
2012-09-01,9.302,Faroe Islands
2012-10-01,7.2650000000000015,Faroe Islands
2012-11-01,5.726999999999999,Faroe Islands
2012-12-01,3.862,Faroe Islands
2012-01-01,27.657,Federated States Of Micronesia
2012-02-01,27.374,Federated States Of Micronesia
2012-03-01,27.779,Federated States Of Micronesia
2012-04-01,27.727,Federated States Of Micronesia
2012-05-01,27.53,Federated States Of Micronesia
2012-06-01,27.573,Federated States Of Micronesia
2012-07-01,27.635,Federated States Of Micronesia
2012-08-01,27.745,Federated States Of Micronesia
2012-09-01,27.841,Federated States Of Micronesia
2012-10-01,27.599,Federated States Of Micronesia
2012-11-01,27.931,Federated States Of Micronesia
2012-12-01,27.837,Federated States Of Micronesia
2012-01-01,26.517,Fiji
2012-02-01,26.478,Fiji
2012-03-01,27.094,Fiji
2012-04-01,25.966,Fiji
2012-05-01,24.967,Fiji
2012-06-01,24.28,Fiji
2012-07-01,24.095,Fiji
2012-08-01,24.076,Fiji
2012-09-01,24.402,Fiji
2012-10-01,25.261,Fiji
2012-11-01,25.743,Fiji
2012-12-01,26.860000000000007,Fiji
2012-01-01,-9.494,Finland
2012-02-01,-12.124,Finland
2012-03-01,-3.1060000000000003,Finland
2012-04-01,-0.0449999999999999,Finland
2012-05-01,7.749,Finland
2012-06-01,11.741,Finland
2012-07-01,15.686,Finland
2012-08-01,13.286,Finland
2012-09-01,8.996,Finland
2012-10-01,2.716,Finland
2012-11-01,-0.7739999999999996,Finland
2012-12-01,-11.744000000000002,Finland
2012-01-01,4.944,France (Europe)
2012-02-01,0.5810000000000004,France (Europe)
2012-03-01,9.355,France (Europe)
2012-04-01,9.127,France (Europe)
2012-05-01,14.684,France (Europe)
2012-06-01,16.875999999999998,France (Europe)
2012-07-01,18.709,France (Europe)
2012-08-01,20.633000000000003,France (Europe)
2012-09-01,15.964,France (Europe)
2012-10-01,12.122,France (Europe)
2012-11-01,7.742999999999999,France (Europe)
2012-12-01,5.242999999999999,France (Europe)
2012-01-01,8.391,France
2012-02-01,4.7730000000000015,France
2012-03-01,12.091,France
2012-04-01,11.867,France
2012-05-01,16.415,France
2012-06-01,18.199,France
2012-07-01,19.711,France
2012-08-01,21.327,France
2012-09-01,17.573,France
2012-10-01,14.465,France
2012-11-01,10.890999999999998,France
2012-12-01,8.783000000000001,France
2012-01-01,25.472,French Guiana
2012-02-01,25.164,French Guiana
2012-03-01,26.017,French Guiana
2012-04-01,26.049,French Guiana
2012-05-01,26.365,French Guiana
2012-06-01,26.448,French Guiana
2012-07-01,26.688,French Guiana
2012-08-01,27.157,French Guiana
2012-09-01,27.782,French Guiana
2012-10-01,27.91,French Guiana
2012-11-01,27.924,French Guiana
2012-12-01,26.9,French Guiana
2012-01-01,26.962,French Polynesia
2012-02-01,27.936,French Polynesia
2012-03-01,28.034,French Polynesia
2012-04-01,27.494,French Polynesia
2012-05-01,27.318,French Polynesia
2012-06-01,26.31,French Polynesia
2012-07-01,26.144,French Polynesia
2012-08-01,25.666,French Polynesia
2012-09-01,26.089,French Polynesia
2012-10-01,26.212,French Polynesia
2012-11-01,27.754,French Polynesia
2012-12-01,27.119,French Polynesia
2012-01-01,8.949,Fr. S. Antarctic Lands
2012-02-01,8.318999999999999,Fr. S. Antarctic Lands
2012-03-01,7.841,Fr. S. Antarctic Lands
2012-04-01,6.99,Fr. S. Antarctic Lands
2012-05-01,4.706,Fr. S. Antarctic Lands
2012-06-01,3.597,Fr. S. Antarctic Lands
2012-07-01,3.313,Fr. S. Antarctic Lands
2012-08-01,3.719,Fr. S. Antarctic Lands
2012-09-01,3.059,Fr. S. Antarctic Lands
2012-10-01,3.4290000000000003,Fr. S. Antarctic Lands
2012-11-01,4.799,Fr. S. Antarctic Lands
2012-12-01,7.657999999999999,Fr. S. Antarctic Lands
2012-01-01,25.137,Gabon
2012-02-01,24.996,Gabon
2012-03-01,26.291,Gabon
2012-04-01,25.962,Gabon
2012-05-01,25.437,Gabon
2012-06-01,24.096,Gabon
2012-07-01,23.042,Gabon
2012-08-01,23.652,Gabon
2012-09-01,24.492,Gabon
2012-10-01,24.895,Gabon
2012-11-01,24.999,Gabon
2012-12-01,24.981,Gabon
2012-01-01,25.095,Gambia
2012-02-01,26.388,Gambia
2012-03-01,29.327,Gambia
2012-04-01,30.399,Gambia
2012-05-01,30.938,Gambia
2012-06-01,30.244,Gambia
2012-07-01,28.329,Gambia
2012-08-01,27.682,Gambia
2012-09-01,27.687,Gambia
2012-10-01,28.983,Gambia
2012-11-01,29.018,Gambia
2012-12-01,25.53,Gambia
2012-01-01,10.087,Gaza Strip
2012-02-01,11.248,Gaza Strip
2012-03-01,13.59,Gaza Strip
2012-04-01,19.847,Gaza Strip
2012-05-01,23.338,Gaza Strip
2012-06-01,27.245,Gaza Strip
2012-07-01,29.492,Gaza Strip
2012-08-01,28.793000000000003,Gaza Strip
2012-09-01,27.087,Gaza Strip
2012-10-01,23.924,Gaza Strip
2012-11-01,18.794,Gaza Strip
2012-12-01,13.515999999999998,Gaza Strip
2012-01-01,-1.7539999999999998,Georgia
2012-02-01,-4.292,Georgia
2012-03-01,0.1009999999999999,Georgia
2012-04-01,11.357,Georgia
2012-05-01,14.953,Georgia
2012-06-01,18.608,Georgia
2012-07-01,20.086,Georgia
2012-08-01,20.832,Georgia
2012-09-01,17.237000000000002,Georgia
2012-10-01,13.144,Georgia
2012-11-01,6.9030000000000005,Georgia
2012-12-01,0.273,Georgia
2012-01-01,1.753,Germany
2012-02-01,-2.467,Germany
2012-03-01,7.115,Germany
2012-04-01,8.259,Germany
2012-05-01,14.474,Germany
2012-06-01,15.623,Germany
2012-07-01,17.834,Germany
2012-08-01,18.822,Germany
2012-09-01,14.03,Germany
2012-10-01,8.847000000000001,Germany
2012-11-01,5.22,Germany
2012-12-01,1.216,Germany
2012-01-01,27.256,Ghana
2012-02-01,28.585,Ghana
2012-03-01,29.999,Ghana
2012-04-01,29.004,Ghana
2012-05-01,27.786,Ghana
2012-06-01,26.891,Ghana
2012-07-01,25.629,Ghana
2012-08-01,25.249,Ghana
2012-09-01,25.879,Ghana
2012-10-01,26.624,Ghana
2012-11-01,27.795,Ghana
2012-12-01,26.657,Ghana
2012-01-01,3.982,Greece
2012-02-01,5.114000000000001,Greece
2012-03-01,10.188,Greece
2012-04-01,14.485,Greece
2012-05-01,18.484,Greece
2012-06-01,24.049,Greece
2012-07-01,27.565,Greece
2012-08-01,27.001,Greece
2012-09-01,22.632,Greece
2012-10-01,18.649,Greece
2012-11-01,13.49,Greece
2012-12-01,6.835,Greece
2012-01-01,-27.88,Greenland
2012-02-01,-29.103,Greenland
2012-03-01,-28.943,Greenland
2012-04-01,-20.614,Greenland
2012-05-01,-10.866,Greenland
2012-06-01,-3.2430000000000003,Greenland
2012-07-01,0.3050000000000001,Greenland
2012-08-01,-2.263,Greenland
2012-09-01,-9.098,Greenland
2012-10-01,-17.988,Greenland
2012-11-01,-24.594,Greenland
2012-12-01,-26.98,Greenland
2012-01-01,26.534,Grenada
2012-02-01,26.399,Grenada
2012-03-01,26.73,Grenada
2012-04-01,27.173,Grenada
2012-05-01,27.717,Grenada
2012-06-01,28.146,Grenada
2012-07-01,28.045,Grenada
2012-08-01,28.319000000000003,Grenada
2012-09-01,28.66,Grenada
2012-10-01,28.384,Grenada
2012-11-01,28.296,Grenada
2012-12-01,27.234,Grenada
2012-01-01,25.564,Guadeloupe
2012-02-01,25.543000000000003,Guadeloupe
2012-03-01,25.892,Guadeloupe
2012-04-01,26.498,Guadeloupe
2012-05-01,27.323,Guadeloupe
2012-06-01,28.763,Guadeloupe
2012-07-01,28.742,Guadeloupe
2012-08-01,28.693,Guadeloupe
2012-09-01,28.69,Guadeloupe
2012-10-01,28.10100000000001,Guadeloupe
2012-11-01,27.75,Guadeloupe
2012-12-01,26.26,Guadeloupe
2012-01-01,26.266,Guam
2012-02-01,26.599,Guam
2012-03-01,26.902,Guam
2012-04-01,27.5,Guam
2012-05-01,28.015,Guam
2012-06-01,27.997,Guam
2012-07-01,27.797,Guam
2012-08-01,27.146,Guam
2012-09-01,27.753,Guam
2012-10-01,27.289,Guam
2012-11-01,28.079,Guam
2012-12-01,27.356,Guam
2012-01-01,21.803,Guatemala
2012-02-01,22.957,Guatemala
2012-03-01,23.793000000000003,Guatemala
2012-04-01,24.924,Guatemala
2012-05-01,25.657,Guatemala
2012-06-01,25.17,Guatemala
2012-07-01,24.643,Guatemala
2012-08-01,24.662,Guatemala
2012-09-01,24.753,Guatemala
2012-10-01,23.381,Guatemala
2012-11-01,22.346,Guatemala
2012-12-01,22.089,Guatemala
2012-01-01,8.622,Guernsey
2012-02-01,5.726,Guernsey
2012-03-01,9.399,Guernsey
2012-04-01,8.696,Guernsey
2012-05-01,12.146,Guernsey
2012-06-01,13.557,Guernsey
2012-07-01,15.59,Guernsey
2012-08-01,18.03,Guernsey
2012-09-01,15.195,Guernsey
2012-10-01,13.192,Guernsey
2012-11-01,10.207,Guernsey
2012-12-01,9.372,Guernsey
2012-01-01,25.395,Guinea-Bissau
2012-02-01,26.701,Guinea-Bissau
2012-03-01,29.098000000000003,Guinea-Bissau
2012-04-01,29.488000000000003,Guinea-Bissau
2012-05-01,29.407,Guinea-Bissau
2012-06-01,28.581,Guinea-Bissau
2012-07-01,26.598000000000003,Guinea-Bissau
2012-08-01,26.527,Guinea-Bissau
2012-09-01,26.253,Guinea-Bissau
2012-10-01,27.575000000000006,Guinea-Bissau
2012-11-01,28.259,Guinea-Bissau
2012-12-01,25.896,Guinea-Bissau
2012-01-01,24.612,Guinea
2012-02-01,26.231,Guinea
2012-03-01,28.718000000000004,Guinea
2012-04-01,28.727,Guinea
2012-05-01,27.84,Guinea
2012-06-01,26.008000000000003,Guinea
2012-07-01,24.835,Guinea
2012-08-01,24.885,Guinea
2012-09-01,24.645,Guinea
2012-10-01,24.868,Guinea
2012-11-01,26.487,Guinea
2012-12-01,24.902,Guinea
2012-01-01,25.911,Guyana
2012-02-01,25.902,Guyana
2012-03-01,26.585,Guyana
2012-04-01,26.431,Guyana
2012-05-01,26.537,Guyana
2012-06-01,26.401,Guyana
2012-07-01,26.154,Guyana
2012-08-01,26.927000000000003,Guyana
2012-09-01,27.863000000000003,Guyana
2012-10-01,27.843000000000004,Guyana
2012-11-01,28.01,Guyana
2012-12-01,27.038,Guyana
2012-01-01,25.326,Haiti
2012-02-01,25.666,Haiti
2012-03-01,25.794,Haiti
2012-04-01,25.74,Haiti
2012-05-01,27.302000000000003,Haiti
2012-06-01,28.579,Haiti
2012-07-01,28.984,Haiti
2012-08-01,28.77,Haiti
2012-09-01,27.843000000000004,Haiti
2012-10-01,27.298,Haiti
2012-11-01,26.994,Haiti
2012-12-01,26.245,Haiti
2012-01-01,5.334,Heard Island And Mcdonald Islands
2012-02-01,5.158,Heard Island And Mcdonald Islands
2012-03-01,4.947,Heard Island And Mcdonald Islands
2012-04-01,4.602,Heard Island And Mcdonald Islands
2012-05-01,2.767,Heard Island And Mcdonald Islands
2012-06-01,2.3760000000000003,Heard Island And Mcdonald Islands
2012-07-01,1.108,Heard Island And Mcdonald Islands
2012-08-01,1.356,Heard Island And Mcdonald Islands
2012-09-01,0.989,Heard Island And Mcdonald Islands
2012-10-01,1.346,Heard Island And Mcdonald Islands
2012-11-01,2.285,Heard Island And Mcdonald Islands
2012-12-01,4.417,Heard Island And Mcdonald Islands
2012-01-01,23.646,Honduras
2012-02-01,24.71,Honduras
2012-03-01,26.091,Honduras
2012-04-01,26.872,Honduras
2012-05-01,26.847,Honduras
2012-06-01,26.467,Honduras
2012-07-01,25.695,Honduras
2012-08-01,25.892,Honduras
2012-09-01,25.874,Honduras
2012-10-01,24.596,Honduras
2012-11-01,23.025,Honduras
2012-12-01,23.412,Honduras
2012-01-01,14.428,Hong Kong
2012-02-01,15.935,Hong Kong
2012-03-01,19.192,Hong Kong
2012-04-01,23.749,Hong Kong
2012-05-01,27.195,Hong Kong
2012-06-01,27.89,Hong Kong
2012-07-01,28.663,Hong Kong
2012-08-01,28.687,Hong Kong
2012-09-01,27.56,Hong Kong
2012-10-01,25.261,Hong Kong
2012-11-01,22.084,Hong Kong
2012-12-01,17.96,Hong Kong
2012-01-01,0.5640000000000001,Hungary
2012-02-01,-4.117,Hungary
2012-03-01,7.626,Hungary
2012-04-01,11.937,Hungary
2012-05-01,16.872,Hungary
2012-06-01,21.086,Hungary
2012-07-01,23.47,Hungary
2012-08-01,22.685,Hungary
2012-09-01,18.012999999999998,Hungary
2012-10-01,10.992,Hungary
2012-11-01,7.228,Hungary
2012-12-01,-0.8320000000000001,Hungary
2012-01-01,-1.6929999999999998,Iceland
2012-02-01,0.004,Iceland
2012-03-01,0.5430000000000001,Iceland
2012-04-01,0.128,Iceland
2012-05-01,3.277,Iceland
2012-06-01,6.546,Iceland
2012-07-01,9.435,Iceland
2012-08-01,9.323,Iceland
2012-09-01,4.798,Iceland
2012-10-01,1.1960000000000002,Iceland
2012-11-01,-1.761,Iceland
2012-12-01,-2.2350000000000003,Iceland
2012-01-01,16.778000000000002,India
2012-02-01,19.791,India
2012-03-01,24.354,India
2012-04-01,28.067,India
2012-05-01,30.805,India
2012-06-01,30.536,India
2012-07-01,27.699,India
2012-08-01,26.735,India
2012-09-01,26.551,India
2012-10-01,24.59,India
2012-11-01,21.162,India
2012-12-01,18.622,India
2012-01-01,26.145,Indonesia
2012-02-01,26.152,Indonesia
2012-03-01,26.285,Indonesia
2012-04-01,26.359,Indonesia
2012-05-01,26.64,Indonesia
2012-06-01,26.312,Indonesia
2012-07-01,25.802,Indonesia
2012-08-01,26.065,Indonesia
2012-09-01,26.433000000000003,Indonesia
2012-10-01,26.595,Indonesia
2012-11-01,26.651,Indonesia
2012-12-01,26.426,Indonesia
2012-01-01,6.127999999999999,Iran
2012-02-01,6.446000000000001,Iran
2012-03-01,11.906,Iran
2012-04-01,19.141,Iran
2012-05-01,25.398000000000003,Iran
2012-06-01,28.507,Iran
2012-07-01,31.14,Iran
2012-08-01,30.041,Iran
2012-09-01,26.007,Iran
2012-10-01,20.456,Iran
2012-11-01,14.050999999999998,Iran
2012-12-01,8.295,Iran
2012-01-01,9.0,Iraq
2012-02-01,10.718,Iraq
2012-03-01,14.23,Iraq
2012-04-01,23.793000000000003,Iraq
2012-05-01,29.74,Iraq
2012-06-01,34.639,Iraq
2012-07-01,36.398,Iraq
2012-08-01,35.66900000000001,Iraq
2012-09-01,31.749,Iraq
2012-10-01,25.55,Iraq
2012-11-01,17.814,Iraq
2012-12-01,11.847,Iraq
2012-01-01,6.987,Ireland
2012-02-01,7.435,Ireland
2012-03-01,9.067,Ireland
2012-04-01,7.627999999999999,Ireland
2012-05-01,11.415,Ireland
2012-06-01,12.970999999999998,Ireland
2012-07-01,14.338,Ireland
2012-08-01,15.743,Ireland
2012-09-01,12.749,Ireland
2012-10-01,9.242,Ireland
2012-11-01,6.827000000000001,Ireland
2012-12-01,6.028,Ireland
2012-01-01,7.229,Isle Of Man
2012-02-01,5.954,Isle Of Man
2012-03-01,8.594,Isle Of Man
2012-04-01,6.796,Isle Of Man
2012-05-01,10.268,Isle Of Man
2012-06-01,11.314,Isle Of Man
2012-07-01,13.423,Isle Of Man
2012-08-01,15.538,Isle Of Man
2012-09-01,13.076,Isle Of Man
2012-10-01,10.302,Isle Of Man
2012-11-01,8.959999999999997,Isle Of Man
2012-12-01,7.465,Isle Of Man
2012-01-01,10.767,Israel
2012-02-01,12.046,Israel
2012-03-01,14.268,Israel
2012-04-01,20.282,Israel
2012-05-01,23.85,Israel
2012-06-01,27.362,Israel
2012-07-01,29.583,Israel
2012-08-01,28.955,Israel
2012-09-01,27.232,Israel
2012-10-01,24.231,Israel
2012-11-01,19.342,Israel
2012-12-01,14.155,Israel
2012-01-01,4.871,Italy
2012-02-01,3.0189999999999992,Italy
2012-03-01,10.726,Italy
2012-04-01,11.871,Italy
2012-05-01,16.125999999999998,Italy
2012-06-01,21.414,Italy
2012-07-01,24.049,Italy
2012-08-01,24.623,Italy
2012-09-01,19.641,Italy
2012-10-01,15.344,Italy
2012-11-01,11.524,Italy
2012-12-01,5.74,Italy
2012-01-01,25.281,Jamaica
2012-02-01,25.671000000000006,Jamaica
2012-03-01,26.023000000000003,Jamaica
2012-04-01,26.267,Jamaica
2012-05-01,27.333,Jamaica
2012-06-01,28.145,Jamaica
2012-07-01,28.358,Jamaica
2012-08-01,28.211,Jamaica
2012-09-01,27.904000000000003,Jamaica
2012-10-01,27.091,Jamaica
2012-11-01,26.336,Jamaica
2012-12-01,26.001,Jamaica
2012-01-01,0.6279999999999999,Japan
2012-02-01,0.7040000000000001,Japan
2012-03-01,4.944,Japan
2012-04-01,10.693,Japan
2012-05-01,15.587,Japan
2012-06-01,18.707,Japan
2012-07-01,23.651,Japan
2012-08-01,25.703000000000003,Japan
2012-09-01,22.933000000000003,Japan
2012-10-01,15.698,Japan
2012-11-01,8.982999999999997,Japan
2012-12-01,2.5569999999999995,Japan
2012-01-01,8.622,Jersey
2012-02-01,5.726,Jersey
2012-03-01,9.399,Jersey
2012-04-01,8.696,Jersey
2012-05-01,12.146,Jersey
2012-06-01,13.557,Jersey
2012-07-01,15.59,Jersey
2012-08-01,18.03,Jersey
2012-09-01,15.195,Jersey
2012-10-01,13.192,Jersey
2012-11-01,10.207,Jersey
2012-12-01,9.372,Jersey
2012-01-01,8.667,Jordan
2012-02-01,10.63,Jordan
2012-03-01,13.453,Jordan
2012-04-01,21.134,Jordan
2012-05-01,25.06600000000001,Jordan
2012-06-01,29.182,Jordan
2012-07-01,30.971,Jordan
2012-08-01,29.866,Jordan
2012-09-01,27.795,Jordan
2012-10-01,23.628,Jordan
2012-11-01,17.467,Jordan
2012-12-01,11.984000000000002,Jordan
2012-01-01,-15.387,Kazakhstan
2012-02-01,-17.305,Kazakhstan
2012-03-01,-3.474,Kazakhstan
2012-04-01,13.799,Kazakhstan
2012-05-01,17.964000000000002,Kazakhstan
2012-06-01,23.275,Kazakhstan
2012-07-01,25.004,Kazakhstan
2012-08-01,23.291,Kazakhstan
2012-09-01,15.342,Kazakhstan
2012-10-01,7.912000000000001,Kazakhstan
2012-11-01,-2.4130000000000003,Kazakhstan
2012-12-01,-15.102999999999998,Kazakhstan
2012-01-01,25.372,Kenya
2012-02-01,26.082,Kenya
2012-03-01,26.59800000000001,Kenya
2012-04-01,25.478,Kenya
2012-05-01,24.745,Kenya
2012-06-01,24.037,Kenya
2012-07-01,23.456,Kenya
2012-08-01,23.908,Kenya
2012-09-01,24.576,Kenya
2012-10-01,24.895,Kenya
2012-11-01,25.192,Kenya
2012-12-01,24.766,Kenya
2012-01-01,26.961,Kingman Reef
2012-02-01,27.158,Kingman Reef
2012-03-01,27.289,Kingman Reef
2012-04-01,27.698,Kingman Reef
2012-05-01,27.857,Kingman Reef
2012-06-01,27.845,Kingman Reef
2012-07-01,27.78,Kingman Reef
2012-08-01,28.19100000000001,Kingman Reef
2012-09-01,27.974,Kingman Reef
2012-10-01,28.015,Kingman Reef
2012-11-01,27.983,Kingman Reef
2012-12-01,27.402,Kingman Reef
2012-01-01,26.302,Kiribati
2012-02-01,26.605,Kiribati
2012-03-01,26.903,Kiribati
2012-04-01,27.362,Kiribati
2012-05-01,27.898000000000003,Kiribati
2012-06-01,27.843000000000004,Kiribati
2012-07-01,27.688,Kiribati
2012-08-01,27.83,Kiribati
2012-09-01,27.661,Kiribati
2012-10-01,27.759,Kiribati
2012-11-01,27.538,Kiribati
2012-12-01,26.673,Kiribati
2012-01-01,13.0,Kuwait
2012-02-01,14.724,Kuwait
2012-03-01,18.321,Kuwait
2012-04-01,26.141,Kuwait
2012-05-01,33.489000000000004,Kuwait
2012-06-01,36.956,Kuwait
2012-07-01,38.84200000000001,Kuwait
2012-08-01,38.02,Kuwait
2012-09-01,33.848,Kuwait
2012-10-01,29.082,Kuwait
2012-11-01,21.5,Kuwait
2012-12-01,16.184,Kuwait
2012-01-01,-14.15,Kyrgyzstan
2012-02-01,-12.174,Kyrgyzstan
2012-03-01,-3.147,Kyrgyzstan
2012-04-01,8.761000000000001,Kyrgyzstan
2012-05-01,11.534,Kyrgyzstan
2012-06-01,15.458,Kyrgyzstan
2012-07-01,17.323,Kyrgyzstan
2012-08-01,17.532,Kyrgyzstan
2012-09-01,11.941,Kyrgyzstan
2012-10-01,5.045,Kyrgyzstan
2012-11-01,-3.523,Kyrgyzstan
2012-12-01,-11.677,Kyrgyzstan
2012-01-01,19.643,Laos
2012-02-01,21.904,Laos
2012-03-01,24.011,Laos
2012-04-01,26.577,Laos
2012-05-01,27.308000000000003,Laos
2012-06-01,27.5,Laos
2012-07-01,26.972,Laos
2012-08-01,26.824,Laos
2012-09-01,26.279,Laos
2012-10-01,25.302,Laos
2012-11-01,24.652,Laos
2012-12-01,21.92,Laos
2012-01-01,-4.317,Latvia
2012-02-01,-9.349,Latvia
2012-03-01,0.8660000000000001,Latvia
2012-04-01,6.323,Latvia
2012-05-01,12.628,Latvia
2012-06-01,14.66,Latvia
2012-07-01,18.943,Latvia
2012-08-01,16.400000000000002,Latvia
2012-09-01,13.195,Latvia
2012-10-01,6.44,Latvia
2012-11-01,2.989,Latvia
2012-12-01,-6.258000000000001,Latvia
2012-01-01,8.676,Lebanon
2012-02-01,9.227,Lebanon
2012-03-01,11.598,Lebanon
2012-04-01,18.179,Lebanon
2012-05-01,21.524,Lebanon
2012-06-01,25.857,Lebanon
2012-07-01,28.218000000000004,Lebanon
2012-08-01,27.564,Lebanon
2012-09-01,25.863000000000003,Lebanon
2012-10-01,22.25500000000001,Lebanon
2012-11-01,17.055999999999997,Lebanon
2012-12-01,11.852,Lebanon
2012-01-01,20.445,Lesotho
2012-02-01,19.883000000000006,Lesotho
2012-03-01,17.764,Lesotho
2012-04-01,12.62,Lesotho
2012-05-01,11.43,Lesotho
2012-06-01,7.46,Lesotho
2012-07-01,7.314,Lesotho
2012-08-01,10.684,Lesotho
2012-09-01,12.472,Lesotho
2012-10-01,15.856,Lesotho
2012-11-01,17.997,Lesotho
2012-12-01,18.713,Lesotho
2012-01-01,25.79,Liberia
2012-02-01,26.357000000000006,Liberia
2012-03-01,27.456,Liberia
2012-04-01,26.952,Liberia
2012-05-01,26.459,Liberia
2012-06-01,25.463,Liberia
2012-07-01,24.778,Liberia
2012-08-01,24.945,Liberia
2012-09-01,25.253,Liberia
2012-10-01,25.456,Liberia
2012-11-01,26.713,Liberia
2012-12-01,26.325,Liberia
2012-01-01,12.028,Libya
2012-02-01,14.064,Libya
2012-03-01,17.412,Libya
2012-04-01,25.268,Libya
2012-05-01,28.385,Libya
2012-06-01,30.59,Libya
2012-07-01,31.051,Libya
2012-08-01,30.556,Libya
2012-09-01,28.936,Libya
2012-10-01,26.033,Libya
2012-11-01,20.609,Libya
2012-12-01,14.316,Libya
2012-01-01,-3.04,Liechtenstein
2012-02-01,-7.55,Liechtenstein
2012-03-01,3.746,Liechtenstein
2012-04-01,5.25,Liechtenstein
2012-05-01,10.76,Liechtenstein
2012-06-01,13.819,Liechtenstein
2012-07-01,14.918,Liechtenstein
2012-08-01,15.96,Liechtenstein
2012-09-01,10.977,Liechtenstein
2012-10-01,6.0790000000000015,Liechtenstein
2012-11-01,2.42,Liechtenstein
2012-12-01,-2.826,Liechtenstein
2012-01-01,-3.4350000000000005,Lithuania
2012-02-01,-8.993,Lithuania
2012-03-01,1.7789999999999997,Lithuania
2012-04-01,7.305,Lithuania
2012-05-01,13.317,Lithuania
2012-06-01,14.845,Lithuania
2012-07-01,19.224,Lithuania
2012-08-01,16.842,Lithuania
2012-09-01,13.601,Lithuania
2012-10-01,7.069,Lithuania
2012-11-01,4.142,Lithuania
2012-12-01,-5.013,Lithuania
2012-01-01,3.678,Luxembourg
2012-02-01,-0.8989999999999998,Luxembourg
2012-03-01,8.466999999999999,Luxembourg
2012-04-01,8.331,Luxembourg
2012-05-01,14.622,Luxembourg
2012-06-01,15.486,Luxembourg
2012-07-01,17.773,Luxembourg
2012-08-01,19.398,Luxembourg
2012-09-01,14.302,Luxembourg
2012-10-01,10.111,Luxembourg
2012-11-01,6.2360000000000015,Luxembourg
