dt,AverageTemperature,Country
2012-12-01,3.806,Luxembourg
2012-01-01,13.568,Macau
2012-02-01,15.242,Macau
2012-03-01,18.728,Macau
2012-04-01,23.638,Macau
2012-05-01,27.381,Macau
2012-06-01,27.994,Macau
2012-07-01,28.662,Macau
2012-08-01,28.759,Macau
2012-09-01,27.465,Macau
2012-10-01,25.093000000000004,Macau
2012-11-01,21.72600000000001,Macau
2012-12-01,17.49,Macau
2012-01-01,-2.412,Macedonia
2012-02-01,-2.267,Macedonia
2012-03-01,6.696000000000001,Macedonia
2012-04-01,11.056,Macedonia
2012-05-01,15.067,Macedonia
2012-06-01,21.281,Macedonia
2012-07-01,24.507,Macedonia
2012-08-01,23.688,Macedonia
2012-09-01,19.061,Macedonia
2012-10-01,13.720999999999998,Macedonia
2012-11-01,8.146,Macedonia
2012-12-01,-0.0889999999999999,Macedonia
2012-01-01,24.865,Madagascar
2012-02-01,25.573,Madagascar
2012-03-01,24.959000000000003,Madagascar
2012-04-01,23.913,Madagascar
2012-05-01,22.203000000000003,Madagascar
2012-06-01,20.533,Madagascar
2012-07-01,19.51,Madagascar
2012-08-01,20.822,Madagascar
2012-09-01,22.47,Madagascar
2012-10-01,24.072000000000006,Madagascar
2012-11-01,25.342,Madagascar
2012-12-01,25.642,Madagascar
2012-01-01,22.901,Malawi
2012-02-01,23.494,Malawi
2012-03-01,23.083,Malawi
2012-04-01,21.125,Malawi
2012-05-01,20.574,Malawi
2012-06-01,18.559,Malawi
2012-07-01,18.068,Malawi
2012-08-01,19.575,Malawi
2012-09-01,22.57,Malawi
2012-10-01,23.531,Malawi
2012-11-01,24.901,Malawi
2012-12-01,24.268,Malawi
2012-01-01,26.005,Malaysia
2012-02-01,26.368,Malaysia
2012-03-01,26.521,Malaysia
2012-04-01,26.72600000000001,Malaysia
2012-05-01,27.227,Malaysia
2012-06-01,27.27,Malaysia
2012-07-01,26.515,Malaysia
2012-08-01,26.889,Malaysia
2012-09-01,26.752,Malaysia
2012-10-01,26.416,Malaysia
2012-11-01,26.47,Malaysia
2012-12-01,26.314,Malaysia
2012-01-01,20.445,Mali
2012-02-01,23.358,Mali
2012-03-01,27.515,Mali
2012-04-01,31.627,Mali
2012-05-01,34.89,Mali
2012-06-01,33.756,Mali
2012-07-01,31.416,Mali
2012-08-01,30.129,Mali
2012-09-01,29.46,Mali
2012-10-01,29.997,Mali
2012-11-01,28.077,Mali
2012-12-01,22.552,Mali
2012-01-01,12.702,Malta
2012-02-01,10.987,Malta
2012-03-01,13.956,Malta
2012-04-01,16.567999999999998,Malta
2012-05-01,19.685,Malta
2012-06-01,24.708,Malta
2012-07-01,27.719,Malta
2012-08-01,28.514,Malta
2012-09-01,25.564,Malta
2012-10-01,23.163,Malta
2012-11-01,19.759,Malta
2012-12-01,14.625,Malta
2012-01-01,25.56,Martinique
2012-02-01,25.365,Martinique
2012-03-01,25.765,Martinique
2012-04-01,26.389,Martinique
2012-05-01,27.248,Martinique
2012-06-01,28.638,Martinique
2012-07-01,28.374,Martinique
2012-08-01,28.179,Martinique
2012-09-01,28.270000000000003,Martinique
2012-10-01,27.835,Martinique
2012-11-01,27.567,Martinique
2012-12-01,26.158,Martinique
2012-01-01,19.517,Mauritania
2012-02-01,20.501,Mauritania
2012-03-01,25.762,Mauritania
2012-04-01,28.302,Mauritania
2012-05-01,33.639,Mauritania
2012-06-01,34.143,Mauritania
2012-07-01,33.278,Mauritania
2012-08-01,32.129,Mauritania
2012-09-01,31.545,Mauritania
2012-10-01,30.271,Mauritania
2012-11-01,26.844,Mauritania
2012-12-01,20.391,Mauritania
2012-01-01,26.432,Mauritius
2012-02-01,27.198,Mauritius
2012-03-01,26.244,Mauritius
2012-04-01,25.705,Mauritius
2012-05-01,23.921,Mauritius
2012-06-01,22.474,Mauritius
2012-07-01,22.033,Mauritius
2012-08-01,22.046,Mauritius
2012-09-01,22.079,Mauritius
2012-10-01,23.042,Mauritius
2012-11-01,24.875,Mauritius
2012-12-01,26.439,Mauritius
2012-01-01,27.253,Mayotte
2012-02-01,27.553,Mayotte
2012-03-01,27.638,Mayotte
2012-04-01,27.92,Mayotte
2012-05-01,27.426,Mayotte
2012-06-01,26.309,Mayotte
2012-07-01,25.533,Mayotte
2012-08-01,25.612,Mayotte
2012-09-01,26.186,Mayotte
2012-10-01,26.678,Mayotte
2012-11-01,27.657,Mayotte
2012-12-01,27.875,Mayotte
2012-01-01,16.185,Mexico
2012-02-01,16.951,Mexico
2012-03-01,19.947000000000006,Mexico
2012-04-01,22.474,Mexico
2012-05-01,24.957,Mexico
2012-06-01,26.097,Mexico
2012-07-01,25.298,Mexico
2012-08-01,25.681,Mexico
2012-09-01,24.224,Mexico
2012-10-01,22.289,Mexico
2012-11-01,19.107,Mexico
2012-12-01,16.619,Mexico
2012-01-01,-3.031,Moldova
2012-02-01,-8.23,Moldova
2012-03-01,3.85,Moldova
2012-04-01,12.285,Moldova
2012-05-01,18.411,Moldova
2012-06-01,22.294,Moldova
2012-07-01,25.231,Moldova
2012-08-01,22.626,Moldova
2012-09-01,18.386000000000006,Moldova
2012-10-01,12.354,Moldova
2012-11-01,6.005000000000001,Moldova
2012-12-01,-3.13,Moldova
2012-01-01,1.918,Monaco
2012-02-01,-0.8660000000000003,Monaco
2012-03-01,7.9700000000000015,Monaco
2012-04-01,8.546,Monaco
2012-05-01,13.191,Monaco
2012-06-01,17.189999999999998,Monaco
2012-07-01,19.774,Monaco
2012-08-01,20.91,Monaco
2012-09-01,15.451,Monaco
2012-10-01,10.758,Monaco
2012-11-01,6.289,Monaco
2012-12-01,1.853,Monaco
2012-01-01,-24.365,Mongolia
2012-02-01,-19.689,Mongolia
2012-03-01,-8.561,Mongolia
2012-04-01,3.832,Mongolia
2012-05-01,11.456,Mongolia
2012-06-01,16.807000000000002,Mongolia
2012-07-01,18.733,Mongolia
2012-08-01,16.495,Mongolia
2012-09-01,10.548000000000002,Mongolia
2012-10-01,0.466,Mongolia
2012-11-01,-11.417,Mongolia
2012-12-01,-21.46,Mongolia
2012-01-01,-0.7799999999999999,Montenegro
2012-02-01,-2.518,Montenegro
2012-03-01,7.371,Montenegro
2012-04-01,10.323,Montenegro
2012-05-01,14.822,Montenegro
2012-06-01,21.182,Montenegro
2012-07-01,24.234,Montenegro
2012-08-01,23.44,Montenegro
2012-09-01,18.692,Montenegro
2012-10-01,12.868,Montenegro
2012-11-01,8.48,Montenegro
2012-12-01,0.268,Montenegro
2012-01-01,25.557,Montserrat
2012-02-01,25.583,Montserrat
2012-03-01,25.929,Montserrat
2012-04-01,26.528,Montserrat
2012-05-01,27.334000000000003,Montserrat
2012-06-01,28.785,Montserrat
2012-07-01,28.842,Montserrat
2012-08-01,28.818,Montserrat
2012-09-01,28.797,Montserrat
2012-10-01,28.168000000000003,Montserrat
2012-11-01,27.803,Montserrat
2012-12-01,26.278,Montserrat
2012-01-01,9.462000000000002,Morocco
2012-02-01,9.324,Morocco
2012-03-01,14.943,Morocco
2012-04-01,15.681,Morocco
2012-05-01,22.461,Morocco
2012-06-01,25.535,Morocco
2012-07-01,28.392,Morocco
2012-08-01,28.125,Morocco
2012-09-01,24.072,Morocco
2012-10-01,19.978,Morocco
2012-11-01,15.136,Morocco
2012-12-01,10.916,Morocco
2012-01-01,25.685,Mozambique
2012-02-01,26.371,Mozambique
2012-03-01,25.72,Mozambique
2012-04-01,23.287,Mozambique
2012-05-01,22.559,Mozambique
2012-06-01,20.695,Mozambique
2012-07-01,19.984,Mozambique
2012-08-01,21.456,Mozambique
2012-09-01,24.164,Mozambique
2012-10-01,25.16,Mozambique
2012-11-01,26.411,Mozambique
2012-12-01,26.623,Mozambique
2012-01-01,24.222,Namibia
2012-02-01,22.96,Namibia
2012-03-01,23.352,Namibia
2012-04-01,20.599,Namibia
2012-05-01,17.727999999999994,Namibia
2012-06-01,14.933,Namibia
2012-07-01,14.798,Namibia
2012-08-01,17.846999999999994,Namibia
2012-09-01,19.859,Namibia
2012-10-01,22.795,Namibia
2012-11-01,25.18,Namibia
2012-12-01,25.267,Namibia
2012-01-01,5.207999999999999,Nepal
2012-02-01,8.964,Nepal
2012-03-01,13.124,Nepal
2012-04-01,17.26,Nepal
2012-05-01,21.106,Nepal
2012-06-01,23.44,Nepal
2012-07-01,20.975,Nepal
2012-08-01,21.051,Nepal
2012-09-01,19.966,Nepal
2012-10-01,15.500000000000002,Nepal
2012-11-01,10.748,Nepal
2012-12-01,7.696000000000001,Nepal
2012-01-01,4.388,Netherlands (Europe)
2012-02-01,0.3990000000000001,Netherlands (Europe)
2012-03-01,7.762,Netherlands (Europe)
2012-04-01,7.952000000000001,Netherlands (Europe)
2012-05-01,13.882,Netherlands (Europe)
2012-06-01,14.508,Netherlands (Europe)
2012-07-01,17.19,Netherlands (Europe)
2012-08-01,18.618,Netherlands (Europe)
2012-09-01,14.39,Netherlands (Europe)
2012-10-01,10.446,Netherlands (Europe)
2012-11-01,6.715,Netherlands (Europe)
2012-12-01,4.313,Netherlands (Europe)
2012-01-01,4.859,Netherlands
2012-02-01,0.9690000000000004,Netherlands
2012-03-01,8.172,Netherlands
2012-04-01,8.373000000000001,Netherlands
2012-05-01,14.2,Netherlands
2012-06-01,14.827,Netherlands
2012-07-01,17.456000000000003,Netherlands
2012-08-01,18.848,Netherlands
2012-09-01,14.720999999999998,Netherlands
2012-10-01,10.843,Netherlands
2012-11-01,7.182,Netherlands
2012-12-01,4.808,Netherlands
2012-01-01,25.63000000000001,New Caledonia
2012-02-01,26.341,New Caledonia
2012-03-01,25.95,New Caledonia
2012-04-01,24.428,New Caledonia
2012-05-01,22.681,New Caledonia
2012-06-01,21.999,New Caledonia
2012-07-01,21.007,New Caledonia
2012-08-01,20.167,New Caledonia
2012-09-01,20.713,New Caledonia
2012-10-01,21.995,New Caledonia
2012-11-01,22.87,New Caledonia
2012-12-01,24.78,New Caledonia
2012-01-01,14.968,New Zealand
2012-02-01,15.077,New Zealand
2012-03-01,13.199000000000002,New Zealand
2012-04-01,11.7,New Zealand
2012-05-01,8.39,New Zealand
2012-06-01,5.837999999999999,New Zealand
2012-07-01,6.029999999999999,New Zealand
2012-08-01,7.462000000000001,New Zealand
2012-09-01,8.987,New Zealand
2012-10-01,9.913,New Zealand
2012-11-01,11.271,New Zealand
2012-12-01,15.048,New Zealand
2012-01-01,25.204,Nicaragua
2012-02-01,26.114,Nicaragua
2012-03-01,27.221,Nicaragua
2012-04-01,27.813,Nicaragua
2012-05-01,27.8,Nicaragua
2012-06-01,27.375,Nicaragua
2012-07-01,26.761,Nicaragua
2012-08-01,26.993,Nicaragua
2012-09-01,26.776,Nicaragua
2012-10-01,25.763,Nicaragua
2012-11-01,25.063,Nicaragua
2012-12-01,25.5,Nicaragua
2012-01-01,19.316,Niger
2012-02-01,24.246,Niger
2012-03-01,25.685,Niger
2012-04-01,32.734,Niger
2012-05-01,34.339,Niger
2012-06-01,32.838,Niger
2012-07-01,30.864,Niger
2012-08-01,30.102,Niger
2012-09-01,30.448,Niger
2012-10-01,28.395000000000003,Niger
2012-11-01,26.451,Niger
2012-12-01,21.455,Niger
2012-01-01,25.331000000000003,Nigeria
2012-02-01,28.678,Nigeria
2012-03-01,29.943,Nigeria
2012-04-01,31.13000000000001,Nigeria
2012-05-01,29.173,Nigeria
2012-06-01,27.527,Nigeria
2012-07-01,26.006,Nigeria
2012-08-01,25.637,Nigeria
2012-09-01,26.013,Nigeria
2012-10-01,26.285,Nigeria
2012-11-01,27.406,Nigeria
2012-12-01,25.766,Nigeria
2012-01-01,26.767,Niue
2012-02-01,26.869,Niue
2012-03-01,27.48,Niue
2012-04-01,26.37,Niue
2012-05-01,25.75,Niue
2012-06-01,24.517,Niue
2012-07-01,24.118,Niue
2012-08-01,24.253,Niue
2012-09-01,24.927,Niue
2012-10-01,25.593000000000004,Niue
2012-11-01,26.483,Niue
2012-12-01,26.54,Niue
2012-01-01,-9.606,North America
2012-02-01,-6.898,North America
2012-03-01,-3.3160000000000003,North America
2012-04-01,2.668,North America
2012-05-01,9.588,North America
2012-06-01,14.963,North America
2012-07-01,17.944000000000003,North America
2012-08-01,16.425,North America
2012-09-01,11.87,North America
2012-10-01,4.065,North America
2012-11-01,-3.4770000000000003,North America
2012-12-01,-8.557,North America
2012-01-01,-9.709,North Korea
2012-02-01,-7.607,North Korea
2012-03-01,-0.022,North Korea
2012-04-01,7.896,North Korea
2012-05-01,14.639,North Korea
2012-06-01,17.962999999999994,North Korea
2012-07-01,21.746,North Korea
2012-08-01,22.473000000000003,North Korea
2012-09-01,16.971,North Korea
2012-10-01,9.996,North Korea
2012-11-01,0.968,North Korea
2012-12-01,-9.947,North Korea
2012-01-01,26.266,Northern Mariana Islands
2012-02-01,26.599,Northern Mariana Islands
2012-03-01,26.902,Northern Mariana Islands
2012-04-01,27.5,Northern Mariana Islands
2012-05-01,28.015,Northern Mariana Islands
2012-06-01,27.997,Northern Mariana Islands
2012-07-01,27.797,Northern Mariana Islands
2012-08-01,27.146,Northern Mariana Islands
2012-09-01,27.753,Northern Mariana Islands
2012-10-01,27.289,Northern Mariana Islands
2012-11-01,28.079,Northern Mariana Islands
2012-12-01,27.356,Northern Mariana Islands
2012-01-01,-6.080000000000001,Norway
2012-02-01,-6.045000000000001,Norway
2012-03-01,-1.037,Norway
2012-04-01,-1.854,Norway
2012-05-01,4.234,Norway
2012-06-01,7.588999999999999,Norway
2012-07-01,10.632,Norway
2012-08-01,10.177,Norway
2012-09-01,6.107,Norway
2012-10-01,0.563,Norway
2012-11-01,-1.7799999999999998,Norway
2012-12-01,-8.806000000000001,Norway
2012-01-01,27.34,Oceania
2012-02-01,26.724,Oceania
2012-03-01,24.38,Oceania
2012-04-01,22.062,Oceania
2012-05-01,17.916,Oceania
2012-06-01,14.996,Oceania
2012-07-01,14.42,Oceania
2012-08-01,16.619,Oceania
2012-09-01,20.385,Oceania
2012-10-01,23.25,Oceania
2012-11-01,26.342,Oceania
2012-12-01,27.837,Oceania
2012-01-01,20.315,Oman
2012-02-01,21.586,Oman
2012-03-01,24.993,Oman
2012-04-01,28.988000000000003,Oman
2012-05-01,33.056,Oman
2012-06-01,34.681999999999995,Oman
2012-07-01,33.372,Oman
2012-08-01,32.842,Oman
2012-09-01,31.969,Oman
2012-10-01,29.005,Oman
2012-11-01,25.343000000000004,Oman
2012-12-01,22.388,Oman
2012-01-01,8.554,Pakistan
2012-02-01,10.312,Pakistan
2012-03-01,17.619,Pakistan
2012-04-01,23.138,Pakistan
2012-05-01,28.015,Pakistan
2012-06-01,30.249,Pakistan
2012-07-01,30.722,Pakistan
2012-08-01,29.087000000000003,Pakistan
2012-09-01,26.238000000000003,Pakistan
2012-10-01,21.992,Pakistan
2012-11-01,16.909000000000002,Pakistan
2012-12-01,11.541,Pakistan
2012-01-01,27.587,Palau
2012-02-01,27.4,Palau
2012-03-01,27.752,Palau
2012-04-01,27.903,Palau
2012-05-01,28.085,Palau
2012-06-01,27.69,Palau
2012-07-01,27.477,Palau
2012-08-01,27.519,Palau
2012-09-01,27.605,Palau
2012-10-01,27.724,Palau
2012-11-01,28.135,Palau
2012-12-01,27.778,Palau
2012-01-01,20.927,Palestina
2012-02-01,21.509,Palestina
2012-03-01,22.632,Palestina
2012-04-01,24.042,Palestina
2012-05-01,24.814,Palestina
2012-06-01,25.824,Palestina
2012-07-01,26.261,Palestina
2012-08-01,25.811,Palestina
2012-09-01,25.257,Palestina
2012-10-01,24.698,Palestina
2012-11-01,23.034,Palestina
2012-12-01,21.994,Palestina
2012-01-01,26.975,Palmyra Atoll
2012-02-01,27.186,Palmyra Atoll
2012-03-01,27.309,Palmyra Atoll
2012-04-01,27.753,Palmyra Atoll
2012-05-01,27.905,Palmyra Atoll
2012-06-01,27.905,Palmyra Atoll
2012-07-01,27.84,Palmyra Atoll
2012-08-01,28.247,Palmyra Atoll
2012-09-01,28.036,Palmyra Atoll
2012-10-01,28.054,Palmyra Atoll
2012-11-01,28.005,Palmyra Atoll
2012-12-01,27.414,Palmyra Atoll
2012-01-01,26.679,Panama
2012-02-01,27.249,Panama
2012-03-01,27.904,Panama
2012-04-01,27.396,Panama
2012-05-01,27.621,Panama
2012-06-01,27.644,Panama
2012-07-01,27.349,Panama
2012-08-01,27.452,Panama
2012-09-01,27.069000000000003,Panama
2012-10-01,25.752,Panama
2012-11-01,26.304,Panama
2012-12-01,26.571,Panama
2012-01-01,25.096,Papua New Guinea
2012-02-01,25.368,Papua New Guinea
2012-03-01,25.133000000000003,Papua New Guinea
2012-04-01,24.83,Papua New Guinea
2012-05-01,24.696,Papua New Guinea
2012-06-01,23.972,Papua New Guinea
2012-07-01,24.133000000000003,Papua New Guinea
2012-08-01,24.138,Papua New Guinea
2012-09-01,24.72300000000001,Papua New Guinea
2012-10-01,25.058000000000003,Papua New Guinea
2012-11-01,25.241,Papua New Guinea
2012-12-01,25.735,Papua New Guinea
2012-01-01,28.314,Paraguay
2012-02-01,28.153,Paraguay
2012-03-01,26.146,Paraguay
2012-04-01,23.496,Paraguay
2012-05-01,21.328000000000003,Paraguay
2012-06-01,18.831,Paraguay
2012-07-01,17.144000000000002,Paraguay
2012-08-01,22.281,Paraguay
2012-09-01,24.907,Paraguay
2012-10-01,27.084000000000003,Paraguay
2012-11-01,27.22,Paraguay
2012-12-01,28.685,Paraguay
2012-01-01,20.607000000000006,Peru
2012-02-01,20.234,Peru
2012-03-01,20.707,Peru
2012-04-01,20.63,Peru
2012-05-01,20.375,Peru
2012-06-01,19.959,Peru
2012-07-01,19.655,Peru
2012-08-01,20.131,Peru
2012-09-01,20.621,Peru
2012-10-01,20.739,Peru
2012-11-01,21.247,Peru
2012-12-01,20.615,Peru
2012-01-01,25.954,Philippines
2012-02-01,26.237,Philippines
2012-03-01,27.015,Philippines
2012-04-01,27.81900000000001,Philippines
2012-05-01,28.156,Philippines
2012-06-01,27.831,Philippines
2012-07-01,27.231,Philippines
2012-08-01,27.586,Philippines
2012-09-01,27.328000000000003,Philippines
2012-10-01,26.862,Philippines
2012-11-01,27.144,Philippines
2012-12-01,26.624,Philippines
2012-01-01,-1.406,Poland
2012-02-01,-6.1370000000000005,Poland
2012-03-01,4.845,Poland
2012-04-01,9.119,Poland
2012-05-01,14.982,Poland
2012-06-01,16.468,Poland
2012-07-01,20.113,Poland
2012-08-01,18.87,Poland
2012-09-01,14.813,Poland
2012-10-01,8.361,Poland
2012-11-01,5.309,Poland
2012-12-01,-2.8840000000000003,Poland
2012-01-01,8.423,Portugal
2012-02-01,8.078999999999999,Portugal
2012-03-01,13.24,Portugal
2012-04-01,11.939,Portugal
2012-05-01,18.022,Portugal
2012-06-01,20.446,Portugal
2012-07-01,22.226,Portugal
2012-08-01,22.819000000000003,Portugal
2012-09-01,21.033,Portugal
2012-10-01,16.404,Portugal
2012-11-01,12.023,Portugal
2012-12-01,10.052,Portugal
2012-01-01,24.389,Puerto Rico
2012-02-01,24.381,Puerto Rico
2012-03-01,24.492,Puerto Rico
2012-04-01,25.332,Puerto Rico
2012-05-01,26.489,Puerto Rico
2012-06-01,28.143,Puerto Rico
2012-07-01,27.939,Puerto Rico
2012-08-01,27.9,Puerto Rico
2012-09-01,28.067,Puerto Rico
2012-10-01,27.738000000000003,Puerto Rico
2012-11-01,27.225,Puerto Rico
2012-12-01,25.54,Puerto Rico
2012-01-01,17.794,Qatar
2012-02-01,18.734,Qatar
2012-03-01,21.44,Qatar
2012-04-01,27.423,Qatar
2012-05-01,34.137,Qatar
2012-06-01,36.163,Qatar
2012-07-01,37.603,Qatar
2012-08-01,37.017,Qatar
2012-09-01,34.424,Qatar
2012-10-01,30.878,Qatar
2012-11-01,25.407,Qatar
2012-12-01,20.794,Qatar
2012-01-01,25.842,Reunion
2012-02-01,26.985,Reunion
2012-03-01,25.926,Reunion
2012-04-01,25.586,Reunion
2012-05-01,24.096,Reunion
2012-06-01,23.09,Reunion
2012-07-01,22.407,Reunion
2012-08-01,22.233,Reunion
2012-09-01,21.878,Reunion
2012-10-01,22.522,Reunion
2012-11-01,24.008000000000003,Reunion
2012-12-01,25.563,Reunion
2012-01-01,-2.22,Romania
2012-02-01,-6.96,Romania
2012-03-01,4.687,Romania
2012-04-01,11.593,Romania
2012-05-01,16.038999999999998,Romania
2012-06-01,20.872,Romania
2012-07-01,24.02,Romania
2012-08-01,21.887,Romania
2012-09-01,17.881999999999994,Romania
2012-10-01,11.705,Romania
2012-11-01,6.252000000000001,Romania
2012-12-01,-2.144,Romania
2012-01-01,-24.229,Russia
2012-02-01,-22.502,Russia
2012-03-01,-15.098,Russia
2012-04-01,-2.503,Russia
2012-05-01,6.593999999999999,Russia
2012-06-01,14.441,Russia
2012-07-01,16.741,Russia
2012-08-01,13.014,Russia
2012-09-01,7.769,Russia
2012-10-01,-2.708,Russia
2012-11-01,-13.9,Russia
2012-12-01,-24.44,Russia
2012-01-01,20.402,Rwanda
2012-02-01,20.277,Rwanda
2012-03-01,20.194000000000003,Rwanda
2012-04-01,19.22,Rwanda
2012-05-01,19.282,Rwanda
2012-06-01,19.973,Rwanda
2012-07-01,19.773000000000003,Rwanda
2012-08-01,20.562,Rwanda
2012-09-01,20.8,Rwanda
2012-10-01,19.927,Rwanda
2012-11-01,19.797,Rwanda
2012-12-01,19.306,Rwanda
2012-01-01,25.678,Saint Barthélemy
2012-02-01,25.868,Saint Barthélemy
2012-03-01,26.182,Saint Barthélemy
2012-04-01,26.622,Saint Barthélemy
2012-05-01,27.448,Saint Barthélemy
2012-06-01,28.883000000000003,Saint Barthélemy
2012-07-01,29.073,Saint Barthélemy
2012-08-01,29.171,Saint Barthélemy
2012-09-01,29.309,Saint Barthélemy
2012-10-01,28.758000000000003,Saint Barthélemy
2012-11-01,28.203000000000003,Saint Barthélemy
2012-12-01,26.47600000000001,Saint Barthélemy
2012-01-01,25.059,Saint Kitts And Nevis
2012-02-01,25.165,Saint Kitts And Nevis
2012-03-01,25.457,Saint Kitts And Nevis
2012-04-01,26.052,Saint Kitts And Nevis
2012-05-01,26.791,Saint Kitts And Nevis
2012-06-01,28.221,Saint Kitts And Nevis
2012-07-01,28.13000000000001,Saint Kitts And Nevis
2012-08-01,28.176,Saint Kitts And Nevis
2012-09-01,28.265,Saint Kitts And Nevis
2012-10-01,27.726,Saint Kitts And Nevis
2012-11-01,27.365,Saint Kitts And Nevis
2012-12-01,25.855,Saint Kitts And Nevis
2012-01-01,26.312,Saint Lucia
2012-02-01,26.048,Saint Lucia
2012-03-01,26.44,Saint Lucia
2012-04-01,26.99,Saint Lucia
2012-05-01,27.603,Saint Lucia
2012-06-01,28.545,Saint Lucia
2012-07-01,28.436,Saint Lucia
2012-08-01,28.436,Saint Lucia
2012-09-01,28.641,Saint Lucia
2012-10-01,28.313,Saint Lucia
2012-11-01,28.196,Saint Lucia
2012-12-01,26.987,Saint Lucia
2012-01-01,25.678,Saint Martin
2012-02-01,25.868,Saint Martin
2012-03-01,26.182,Saint Martin
2012-04-01,26.622,Saint Martin
2012-05-01,27.448,Saint Martin
2012-06-01,28.883000000000003,Saint Martin
2012-07-01,29.073,Saint Martin
2012-08-01,29.171,Saint Martin
2012-09-01,29.309,Saint Martin
2012-10-01,28.758000000000003,Saint Martin
2012-11-01,28.203000000000003,Saint Martin
2012-12-01,26.47600000000001,Saint Martin
2012-01-01,-2.319,Saint Pierre And Miquelon
2012-02-01,-3.33,Saint Pierre And Miquelon
2012-03-01,-1.654,Saint Pierre And Miquelon
2012-04-01,4.103,Saint Pierre And Miquelon
2012-05-01,8.776,Saint Pierre And Miquelon
2012-06-01,11.069,Saint Pierre And Miquelon
2012-07-01,16.56,Saint Pierre And Miquelon
2012-08-01,18.127,Saint Pierre And Miquelon
2012-09-01,14.868,Saint Pierre And Miquelon
2012-10-01,9.423,Saint Pierre And Miquelon
2012-11-01,4.736000000000001,Saint Pierre And Miquelon
2012-12-01,0.044,Saint Pierre And Miquelon
2012-01-01,26.522,Saint Vincent And The Grenadines
2012-02-01,26.299,Saint Vincent And The Grenadines
2012-03-01,26.649,Saint Vincent And The Grenadines
2012-04-01,27.19,Saint Vincent And The Grenadines
2012-05-01,27.723000000000003,Saint Vincent And The Grenadines
2012-06-01,28.558000000000003,Saint Vincent And The Grenadines
2012-07-01,28.433000000000003,Saint Vincent And The Grenadines
2012-08-01,28.557,Saint Vincent And The Grenadines
2012-09-01,28.812,Saint Vincent And The Grenadines
2012-10-01,28.514000000000006,Saint Vincent And The Grenadines
2012-11-01,28.386,Saint Vincent And The Grenadines
2012-12-01,27.196,Saint Vincent And The Grenadines
2012-01-01,26.852,Samoa
2012-02-01,26.713,Samoa
2012-03-01,26.636,Samoa
2012-04-01,26.916,Samoa
2012-05-01,26.782,Samoa
2012-06-01,26.812,Samoa
2012-07-01,26.397,Samoa
2012-08-01,26.709,Samoa
2012-09-01,27.065,Samoa
2012-10-01,27.305,Samoa
2012-11-01,27.758000000000003,Samoa
2012-12-01,27.175,Samoa
2012-01-01,6.424,San Marino
2012-02-01,3.447,San Marino
2012-03-01,12.058,San Marino
2012-04-01,12.847,San Marino
2012-05-01,16.628,San Marino
2012-06-01,22.18,San Marino
2012-07-01,25.078000000000007,San Marino
2012-08-01,25.792,San Marino
2012-09-01,20.726,San Marino
2012-10-01,16.897000000000002,San Marino
2012-11-01,14.156,San Marino
2012-12-01,7.702000000000001,San Marino
2012-01-01,26.552000000000003,Sao Tome And Principe
2012-02-01,26.603,Sao Tome And Principe
2012-03-01,27.617,Sao Tome And Principe
2012-04-01,27.103,Sao Tome And Principe
2012-05-01,26.649,Sao Tome And Principe
2012-06-01,26.19400000000001,Sao Tome And Principe
2012-07-01,25.491,Sao Tome And Principe
2012-08-01,25.575,Sao Tome And Principe
2012-09-01,25.954,Sao Tome And Principe
2012-10-01,26.156,Sao Tome And Principe
2012-11-01,26.348000000000003,Sao Tome And Principe
2012-12-01,26.475,Sao Tome And Principe
2012-01-01,15.939,Saudi Arabia
2012-02-01,18.067,Saudi Arabia
2012-03-01,21.121,Saudi Arabia
2012-04-01,26.77,Saudi Arabia
2012-05-01,32.754000000000005,Saudi Arabia
2012-06-01,35.313,Saudi Arabia
2012-07-01,36.495,Saudi Arabia
2012-08-01,35.731,Saudi Arabia
2012-09-01,32.811,Saudi Arabia
2012-10-01,28.377,Saudi Arabia
2012-11-01,22.433000000000003,Saudi Arabia
2012-12-01,18.056,Saudi Arabia
2012-01-01,24.837,Senegal
2012-02-01,26.091,Senegal
2012-03-01,29.655,Senegal
2012-04-01,31.054,Senegal
2012-05-01,32.243,Senegal
2012-06-01,31.117,Senegal
2012-07-01,28.855,Senegal
2012-08-01,27.964,Senegal
2012-09-01,28.186,Senegal
2012-10-01,29.236,Senegal
2012-11-01,29.2,Senegal
2012-12-01,25.189,Senegal
2012-01-01,-0.81,Serbia
2012-02-01,-4.6400000000000015,Serbia
2012-03-01,7.221999999999999,Serbia
2012-04-01,11.678,Serbia
2012-05-01,15.621,Serbia
2012-06-01,21.6,Serbia
2012-07-01,24.445,Serbia
2012-08-01,23.453000000000007,Serbia
2012-09-01,19.029,Serbia
2012-10-01,12.507,Serbia
2012-11-01,7.85,Serbia
2012-12-01,-0.534,Serbia
2012-01-01,27.239,Seychelles
2012-02-01,27.611,Seychelles
2012-03-01,28.275,Seychelles
2012-04-01,28.878,Seychelles
2012-05-01,28.974,Seychelles
2012-06-01,27.63000000000001,Seychelles
2012-07-01,26.729000000000006,Seychelles
2012-08-01,27.144,Seychelles
2012-09-01,28.688,Seychelles
2012-10-01,28.31,Seychelles
2012-11-01,26.247,Seychelles
2012-12-01,27.546,Seychelles
2012-01-01,26.026,Sierra Leone
2012-02-01,27.064,Sierra Leone
2012-03-01,28.685,Sierra Leone
